Direction;Year;Date;Weekday;Country;Commodity;Transport_Mode;Measure;Value;Cumulative
Exports;2015;1/7/2015;Wednesday;Australia;All;All;$;22000000;73000000
Exports;2015;1/8/2015;Thursday;Australia;All;All;$;7000000;80000000
Exports;2015;1/9/2015;Friday;Australia;All;All;$;3000000;84000000
Exports;2015;1/10/2015;Saturday;Australia;All;All;$;14000000;97000000
Exports;2015;1/11/2015;Sunday;Australia;All;All;$;5000000;102000000
Exports;2015;1/12/2015;Monday;Australia;All;All;$;14000000;117000000
Exports;2015;1/13/2015;Tuesday;Australia;All;All;$;32000000;148000000
Exports;2015;1/14/2015;Wednesday;Australia;All;All;$;24000000;172000000
Exports;2015;1/15/2015;Thursday;Australia;All;All;$;15000000;187000000
Exports;2015;1/16/2015;Friday;Australia;All;All;$;29000000;216000000
Exports;2015;1/17/2015;Saturday;Australia;All;All;$;11000000;228000000
Exports;2015;1/18/2015;Sunday;Australia;All;All;$;7000000;235000000
Exports;2015;1/19/2015;Monday;Australia;All;All;$;11000000;246000000
Exports;2015;1/20/2015;Tuesday;Australia;All;All;$;34000000;280000000
Exports;2015;1/21/2015;Wednesday;Australia;All;All;$;31000000;312000000
Exports;2015;1/22/2015;Thursday;Australia;All;All;$;19000000;331000000
Exports;2015;1/23/2015;Friday;Australia;All;All;$;7000000;338000000
Exports;2015;1/24/2015;Saturday;Australia;All;All;$;11000000;349000000
Exports;2015;1/25/2015;Sunday;Australia;All;All;$;33000000;382000000
Exports;2015;1/26/2015;Monday;Australia;All;All;$;15000000;397000000
Exports;2015;1/27/2015;Tuesday;Australia;All;All;$;56000000;453000000
Exports;2015;1/28/2015;Wednesday;Australia;All;All;$;29000000;482000000
Exports;2015;1/29/2015;Thursday;Australia;All;All;$;20000000;501000000
Exports;2015;1/30/2015;Friday;Australia;All;All;$;8000000;510000000
Exports;2015;1/31/2015;Saturday;Australia;All;All;$;16000000;526000000
Exports;2015;2/1/2015;Sunday;Australia;All;All;$;19000000;545000000
Exports;2015;2/2/2015;Monday;Australia;All;All;$;9000000;553000000
Exports;2015;2/3/2015;Tuesday;Australia;All;All;$;50000000;603000000
Exports;2015;2/4/2015;Wednesday;Australia;All;All;$;31000000;635000000
Exports;2015;2/5/2015;Thursday;Australia;All;All;$;10000000;645000000
Exports;2015;2/6/2015;Friday;Australia;All;All;$;7000000;652000000
Exports;2015;2/7/2015;Saturday;Australia;All;All;$;15000000;667000000
Exports;2015;2/8/2015;Sunday;Australia;All;All;$;13000000;680000000
Exports;2015;2/9/2015;Monday;Australia;All;All;$;50000000;730000000
Exports;2015;2/10/2015;Tuesday;Australia;All;All;$;38000000;768000000
Exports;2015;2/11/2015;Wednesday;Australia;All;All;$;33000000;802000000
Exports;2015;2/12/2015;Thursday;Australia;All;All;$;23000000;825000000
Exports;2015;2/13/2015;Friday;Australia;All;All;$;8000000;833000000
Exports;2015;2/14/2015;Saturday;Australia;All;All;$;5000000;838000000
Exports;2015;2/15/2015;Sunday;Australia;All;All;$;6000000;845000000
Exports;2015;2/16/2015;Monday;Australia;All;All;$;13000000;858000000
Exports;2015;2/17/2015;Tuesday;Australia;All;All;$;53000000;911000000
Exports;2015;2/18/2015;Wednesday;Australia;All;All;$;42000000;952000000
Exports;2015;2/19/2015;Thursday;Australia;All;All;$;13000000;965000000
Exports;2015;2/20/2015;Friday;Australia;All;All;$;26000000;991000000
Exports;2015;2/21/2015;Saturday;Australia;All;All;$;25000000;1016000000
Exports;2015;2/22/2015;Sunday;Australia;All;All;$;22000000;1038000000
Exports;2015;2/23/2015;Monday;Australia;All;All;$;9000000;1047000000
Exports;2015;2/24/2015;Tuesday;Australia;All;All;$;45000000;1092000000
Exports;2015;2/25/2015;Wednesday;Australia;All;All;$;36000000;1128000000
Exports;2015;2/26/2015;Thursday;Australia;All;All;$;29000000;1156000000
Exports;2015;2/27/2015;Friday;Australia;All;All;$;19000000;1175000000
Exports;2015;2/28/2015;Saturday;Australia;All;All;$;8000000;1183000000
Exports;2015;3/1/2015;Sunday;Australia;All;All;$;21000000;1204000000
Exports;2015;3/2/2015;Monday;Australia;All;All;$;11000000;1215000000
Exports;2015;3/3/2015;Tuesday;Australia;All;All;$;52000000;1267000000
Exports;2015;3/4/2015;Wednesday;Australia;All;All;$;37000000;1304000000
Exports;2015;3/5/2015;Thursday;Australia;All;All;$;27000000;1331000000
Exports;2015;3/6/2015;Friday;Australia;All;All;$;14000000;1345000000
Exports;2015;3/7/2015;Saturday;Australia;All;All;$;9000000;1354000000
Exports;2015;3/8/2015;Sunday;Australia;All;All;$;15000000;1369000000
Exports;2015;3/9/2015;Monday;Australia;All;All;$;29000000;1398000000
Exports;2015;3/10/2015;Tuesday;Australia;All;All;$;47000000;1445000000
Exports;2015;3/11/2015;Wednesday;Australia;All;All;$;31000000;1476000000
Exports;2015;3/12/2015;Thursday;Australia;All;All;$;17000000;1493000000
Exports;2015;3/13/2015;Friday;Australia;All;All;$;13000000;1506000000
Exports;2015;3/14/2015;Saturday;Australia;All;All;$;14000000;1520000000
Exports;2015;3/15/2015;Sunday;Australia;All;All;$;27000000;1546000000
Exports;2015;3/16/2015;Monday;Australia;All;All;$;11000000;1557000000
Exports;2015;3/17/2015;Tuesday;Australia;All;All;$;33000000;1590000000
Exports;2015;3/18/2015;Wednesday;Australia;All;All;$;32000000;1622000000
Exports;2015;3/19/2015;Thursday;Australia;All;All;$;21000000;1642000000
Exports;2015;3/20/2015;Friday;Australia;All;All;$;17000000;1660000000
Exports;2015;3/21/2015;Saturday;Australia;All;All;$;11000000;1670000000
Exports;2015;3/22/2015;Sunday;Australia;All;All;$;16000000;1686000000
Exports;2015;3/23/2015;Monday;Australia;All;All;$;12000000;1698000000
Exports;2015;3/24/2015;Tuesday;Australia;All;All;$;51000000;1749000000
Exports;2015;3/25/2015;Wednesday;Australia;All;All;$;32000000;1781000000
Exports;2015;3/26/2015;Thursday;Australia;All;All;$;13000000;1794000000
Exports;2015;3/27/2015;Friday;Australia;All;All;$;18000000;1812000000
Exports;2015;3/28/2015;Saturday;Australia;All;All;$;22000000;1834000000
Exports;2015;3/29/2015;Sunday;Australia;All;All;$;21000000;1855000000
Exports;2015;3/30/2015;Monday;Australia;All;All;$;42000000;1898000000
Exports;2015;3/31/2015;Tuesday;Australia;All;All;$;37000000;1935000000
Exports;2015;4/1/2015;Wednesday;Australia;All;All;$;19000000;1954000000
Exports;2015;4/2/2015;Thursday;Australia;All;All;$;11000000;1965000000
Exports;2015;4/3/2015;Friday;Australia;All;All;$;33000000;1998000000
Exports;2015;4/4/2015;Saturday;Australia;All;All;$;15000000;2013000000
Exports;2015;4/5/2015;Sunday;Australia;All;All;$;16000000;2028000000
Exports;2015;4/6/2015;Monday;Australia;All;All;$;6000000;2035000000
Exports;2015;4/7/2015;Tuesday;Australia;All;All;$;58000000;2093000000
Exports;2015;4/8/2015;Wednesday;Australia;All;All;$;15000000;2108000000
Exports;2015;4/9/2015;Thursday;Australia;All;All;$;13000000;2121000000
Exports;2015;4/10/2015;Friday;Australia;All;All;$;17000000;2138000000
Exports;2015;4/11/2015;Saturday;Australia;All;All;$;9000000;2147000000
Exports;2015;4/12/2015;Sunday;Australia;All;All;$;20000000;2167000000
Exports;2015;4/13/2015;Monday;Australia;All;All;$;11000000;2178000000
Exports;2015;4/14/2015;Tuesday;Australia;All;All;$;28000000;2206000000
Exports;2015;4/15/2015;Wednesday;Australia;All;All;$;34000000;2239000000
Exports;2015;4/16/2015;Thursday;Australia;All;All;$;21000000;2261000000
Exports;2015;4/17/2015;Friday;Australia;All;All;$;19000000;2280000000
Exports;2015;4/18/2015;Saturday;Australia;All;All;$;9000000;2289000000
Exports;2015;4/19/2015;Sunday;Australia;All;All;$;20000000;2308000000
Exports;2015;4/20/2015;Monday;Australia;All;All;$;9000000;2317000000
Exports;2015;4/21/2015;Tuesday;Australia;All;All;$;35000000;2352000000
Exports;2015;4/22/2015;Wednesday;Australia;All;All;$;59000000;2411000000
Exports;2015;4/23/2015;Thursday;Australia;All;All;$;29000000;2440000000
Exports;2015;4/24/2015;Friday;Australia;All;All;$;17000000;2457000000
Exports;2015;4/25/2015;Saturday;Australia;All;All;$;23000000;2480000000
Exports;2015;4/26/2015;Sunday;Australia;All;All;$;16000000;2495000000
Exports;2015;4/27/2015;Monday;Australia;All;All;$;22000000;2517000000
Exports;2015;4/28/2015;Tuesday;Australia;All;All;$;38000000;2555000000
Exports;2015;4/29/2015;Wednesday;Australia;All;All;$;15000000;2570000000
Exports;2015;4/30/2015;Thursday;Australia;All;All;$;7000000;2577000000
Exports;2015;5/1/2015;Friday;Australia;All;All;$;29000000;2607000000
Exports;2015;5/2/2015;Saturday;Australia;All;All;$;11000000;2618000000
Exports;2015;5/3/2015;Sunday;Australia;All;All;$;8000000;2627000000
Exports;2015;5/4/2015;Monday;Australia;All;All;$;8000000;2634000000
Exports;2015;5/5/2015;Tuesday;Australia;All;All;$;42000000;2676000000
Exports;2015;5/6/2015;Wednesday;Australia;All;All;$;23000000;2699000000
Exports;2015;5/7/2015;Thursday;Australia;All;All;$;11000000;2710000000
Exports;2015;5/8/2015;Friday;Australia;All;All;$;23000000;2733000000
Exports;2015;5/9/2015;Saturday;Australia;All;All;$;16000000;2749000000
Exports;2015;5/10/2015;Sunday;Australia;All;All;$;13000000;2762000000
Exports;2015;5/11/2015;Monday;Australia;All;All;$;9000000;2770000000
Exports;2015;5/12/2015;Tuesday;Australia;All;All;$;42000000;2813000000
Exports;2015;5/13/2015;Wednesday;Australia;All;All;$;21000000;2834000000
Exports;2015;5/14/2015;Thursday;Australia;All;All;$;44000000;2878000000
Exports;2015;5/15/2015;Friday;Australia;All;All;$;32000000;2910000000
Exports;2015;5/16/2015;Saturday;Australia;All;All;$;21000000;2930000000
Exports;2015;5/17/2015;Sunday;Australia;All;All;$;8000000;2938000000
Exports;2015;5/18/2015;Monday;Australia;All;All;$;8000000;2947000000
Exports;2015;5/19/2015;Tuesday;Australia;All;All;$;36000000;2983000000
Exports;2015;5/20/2015;Wednesday;Australia;All;All;$;30000000;3013000000
Exports;2015;5/21/2015;Thursday;Australia;All;All;$;18000000;3031000000
Exports;2015;5/22/2015;Friday;Australia;All;All;$;19000000;3050000000
Exports;2015;5/23/2015;Saturday;Australia;All;All;$;19000000;3070000000
Exports;2015;5/24/2015;Sunday;Australia;All;All;$;20000000;3089000000
Exports;2015;5/25/2015;Monday;Australia;All;All;$;9000000;3098000000
Exports;2015;5/26/2015;Tuesday;Australia;All;All;$;52000000;3150000000
Exports;2015;5/27/2015;Wednesday;Australia;All;All;$;22000000;3172000000
Exports;2015;5/28/2015;Thursday;Australia;All;All;$;16000000;3188000000
Exports;2015;5/29/2015;Friday;Australia;All;All;$;30000000;3218000000
Exports;2015;5/30/2015;Saturday;Australia;All;All;$;14000000;3232000000
Exports;2015;5/31/2015;Sunday;Australia;All;All;$;11000000;3244000000
Exports;2015;6/1/2015;Monday;Australia;All;All;$;17000000;3261000000
Exports;2015;6/2/2015;Tuesday;Australia;All;All;$;37000000;3298000000
Exports;2015;6/3/2015;Wednesday;Australia;All;All;$;19000000;3317000000
Exports;2015;6/4/2015;Thursday;Australia;All;All;$;15000000;3331000000
Exports;2015;6/5/2015;Friday;Australia;All;All;$;28000000;3360000000
Exports;2015;6/6/2015;Saturday;Australia;All;All;$;16000000;3376000000
Exports;2015;6/7/2015;Sunday;Australia;All;All;$;17000000;3393000000
Exports;2015;6/8/2015;Monday;Australia;All;All;$;37000000;3430000000
Exports;2015;6/9/2015;Tuesday;Australia;All;All;$;34000000;3464000000
Exports;2015;6/10/2015;Wednesday;Australia;All;All;$;31000000;3494000000
Exports;2015;6/11/2015;Thursday;Australia;All;All;$;10000000;3504000000
Exports;2015;6/12/2015;Friday;Australia;All;All;$;15000000;3519000000
Exports;2015;6/13/2015;Saturday;Australia;All;All;$;10000000;3529000000
Exports;2015;6/14/2015;Sunday;Australia;All;All;$;17000000;3546000000
Exports;2015;6/15/2015;Monday;Australia;All;All;$;6000000;3553000000
Exports;2015;6/16/2015;Tuesday;Australia;All;All;$;35000000;3588000000
Exports;2015;6/17/2015;Wednesday;Australia;All;All;$;86000000;3673000000
Exports;2015;6/18/2015;Thursday;Australia;All;All;$;16000000;3689000000
Exports;2015;6/19/2015;Friday;Australia;All;All;$;24000000;3714000000
Exports;2015;6/20/2015;Saturday;Australia;All;All;$;15000000;3729000000
Exports;2015;6/21/2015;Sunday;Australia;All;All;$;20000000;3748000000
Exports;2015;6/22/2015;Monday;Australia;All;All;$;12000000;3761000000
Exports;2015;6/23/2015;Tuesday;Australia;All;All;$;41000000;3801000000
Exports;2015;6/24/2015;Wednesday;Australia;All;All;$;26000000;3828000000
Exports;2015;6/25/2015;Thursday;Australia;All;All;$;18000000;3845000000
Exports;2015;6/26/2015;Friday;Australia;All;All;$;16000000;3861000000
Exports;2015;6/27/2015;Saturday;Australia;All;All;$;10000000;3871000000
Exports;2015;6/28/2015;Sunday;Australia;All;All;$;23000000;3894000000
Exports;2015;6/29/2015;Monday;Australia;All;All;$;35000000;3928000000
Exports;2015;6/30/2015;Tuesday;Australia;All;All;$;45000000;3973000000
Exports;2015;7/1/2015;Wednesday;Australia;All;All;$;28000000;4001000000
Exports;2015;7/2/2015;Thursday;Australia;All;All;$;16000000;4017000000
Exports;2015;7/3/2015;Friday;Australia;All;All;$;6000000;4023000000
Exports;2015;7/4/2015;Saturday;Australia;All;All;$;11000000;4034000000
Exports;2015;7/5/2015;Sunday;Australia;All;All;$;21000000;4055000000
Exports;2015;7/6/2015;Monday;Australia;All;All;$;9000000;4064000000
Exports;2015;7/7/2015;Tuesday;Australia;All;All;$;40000000;4104000000
Exports;2015;7/8/2015;Wednesday;Australia;All;All;$;61000000;4165000000
Exports;2015;7/9/2015;Thursday;Australia;All;All;$;20000000;4185000000
Exports;2015;7/10/2015;Friday;Australia;All;All;$;13000000;4198000000
Exports;2015;7/11/2015;Saturday;Australia;All;All;$;7000000;4206000000
Exports;2015;7/12/2015;Sunday;Australia;All;All;$;15000000;4221000000
Exports;2015;7/13/2015;Monday;Australia;All;All;$;34000000;4255000000
Exports;2015;7/14/2015;Tuesday;Australia;All;All;$;51000000;4306000000
Exports;2015;7/15/2015;Wednesday;Australia;All;All;$;25000000;4332000000
Exports;2015;7/16/2015;Thursday;Australia;All;All;$;13000000;4345000000
Exports;2015;7/17/2015;Friday;Australia;All;All;$;11000000;4356000000
Exports;2015;7/18/2015;Saturday;Australia;All;All;$;11000000;4367000000
Exports;2015;7/19/2015;Sunday;Australia;All;All;$;24000000;4391000000
Exports;2015;7/20/2015;Monday;Australia;All;All;$;7000000;4397000000
Exports;2015;7/21/2015;Tuesday;Australia;All;All;$;42000000;4439000000
Exports;2015;7/22/2015;Wednesday;Australia;All;All;$;34000000;4473000000
Exports;2015;7/23/2015;Thursday;Australia;All;All;$;17000000;4490000000
Exports;2015;7/24/2015;Friday;Australia;All;All;$;13000000;4504000000
Exports;2015;7/25/2015;Saturday;Australia;All;All;$;19000000;4523000000
Exports;2015;7/26/2015;Sunday;Australia;All;All;$;15000000;4539000000
Exports;2015;7/27/2015;Monday;Australia;All;All;$;10000000;4548000000
Exports;2015;7/28/2015;Tuesday;Australia;All;All;$;42000000;4590000000
Exports;2015;7/29/2015;Wednesday;Australia;All;All;$;26000000;4616000000
Exports;2015;7/30/2015;Thursday;Australia;All;All;$;42000000;4657000000
Exports;2015;7/31/2015;Friday;Australia;All;All;$;14000000;4672000000
Exports;2015;8/1/2015;Saturday;Australia;All;All;$;27000000;4699000000
Exports;2015;8/2/2015;Sunday;Australia;All;All;$;22000000;4721000000
Exports;2015;8/3/2015;Monday;Australia;All;All;$;6000000;4727000000
Exports;2015;8/4/2015;Tuesday;Australia;All;All;$;49000000;4776000000
Exports;2015;8/5/2015;Wednesday;Australia;All;All;$;20000000;4796000000
Exports;2015;8/6/2015;Thursday;Australia;All;All;$;25000000;4821000000
Exports;2015;8/7/2015;Friday;Australia;All;All;$;12000000;4833000000
Exports;2015;8/8/2015;Saturday;Australia;All;All;$;8000000;4841000000
Exports;2015;8/9/2015;Sunday;Australia;All;All;$;48000000;4889000000
Exports;2015;8/10/2015;Monday;Australia;All;All;$;9000000;4898000000
Exports;2015;8/11/2015;Tuesday;Australia;All;All;$;50000000;4948000000
Exports;2015;8/12/2015;Wednesday;Australia;All;All;$;28000000;4976000000
Exports;2015;8/13/2015;Thursday;Australia;All;All;$;20000000;4996000000
Exports;2015;8/14/2015;Friday;Australia;All;All;$;19000000;5016000000
Exports;2015;8/15/2015;Saturday;Australia;All;All;$;12000000;5028000000
Exports;2015;8/16/2015;Sunday;Australia;All;All;$;21000000;5048000000
Exports;2015;8/17/2015;Monday;Australia;All;All;$;14000000;5062000000
Exports;2015;8/18/2015;Tuesday;Australia;All;All;$;11000000;5073000000
Exports;2015;8/19/2015;Wednesday;Australia;All;All;$;34000000;5107000000
Exports;2015;8/20/2015;Thursday;Australia;All;All;$;27000000;5134000000
Exports;2015;8/21/2015;Friday;Australia;All;All;$;16000000;5150000000
Exports;2015;8/22/2015;Saturday;Australia;All;All;$;18000000;5168000000
Exports;2015;8/23/2015;Sunday;Australia;All;All;$;47000000;5215000000
Exports;2015;8/24/2015;Monday;Australia;All;All;$;9000000;5223000000
Exports;2015;8/25/2015;Tuesday;Australia;All;All;$;17000000;5240000000
Exports;2015;8/26/2015;Wednesday;Australia;All;All;$;34000000;5274000000
Exports;2015;8/27/2015;Thursday;Australia;All;All;$;25000000;5299000000
Exports;2015;8/28/2015;Friday;Australia;All;All;$;15000000;5314000000
Exports;2015;8/29/2015;Saturday;Australia;All;All;$;25000000;5339000000
Exports;2015;8/30/2015;Sunday;Australia;All;All;$;33000000;5372000000
Exports;2015;8/31/2015;Monday;Australia;All;All;$;7000000;5379000000
Exports;2015;9/1/2015;Tuesday;Australia;All;All;$;36000000;5415000000
Exports;2015;9/2/2015;Wednesday;Australia;All;All;$;34000000;5448000000
Exports;2015;9/3/2015;Thursday;Australia;All;All;$;28000000;5477000000
Exports;2015;9/4/2015;Friday;Australia;All;All;$;17000000;5494000000
Exports;2015;9/5/2015;Saturday;Australia;All;All;$;13000000;5507000000
Exports;2015;9/6/2015;Sunday;Australia;All;All;$;17000000;5523000000
Exports;2015;9/7/2015;Monday;Australia;All;All;$;5000000;5528000000
Exports;2015;9/8/2015;Tuesday;Australia;All;All;$;36000000;5564000000
Exports;2015;9/9/2015;Wednesday;Australia;All;All;$;44000000;5608000000
Exports;2015;9/10/2015;Thursday;Australia;All;All;$;28000000;5636000000
Exports;2015;9/11/2015;Friday;Australia;All;All;$;11000000;5647000000
Exports;2015;9/12/2015;Saturday;Australia;All;All;$;19000000;5666000000
Exports;2015;9/13/2015;Sunday;Australia;All;All;$;23000000;5690000000
Exports;2015;9/14/2015;Monday;Australia;All;All;$;6000000;5695000000
Exports;2015;9/15/2015;Tuesday;Australia;All;All;$;40000000;5735000000
Exports;2015;9/16/2015;Wednesday;Australia;All;All;$;33000000;5769000000
Exports;2015;9/17/2015;Thursday;Australia;All;All;$;25000000;5794000000
Exports;2015;9/18/2015;Friday;Australia;All;All;$;17000000;5811000000
Exports;2015;9/19/2015;Saturday;Australia;All;All;$;7000000;5818000000
Exports;2015;9/20/2015;Sunday;Australia;All;All;$;23000000;5841000000
Exports;2015;9/21/2015;Monday;Australia;All;All;$;5000000;5846000000
Exports;2015;9/22/2015;Tuesday;Australia;All;All;$;47000000;5893000000
Exports;2015;9/23/2015;Wednesday;Australia;All;All;$;34000000;5928000000
Exports;2015;9/24/2015;Thursday;Australia;All;All;$;29000000;5957000000
Exports;2015;9/25/2015;Friday;Australia;All;All;$;14000000;5971000000
Exports;2015;9/26/2015;Saturday;Australia;All;All;$;26000000;5997000000
Exports;2015;9/27/2015;Sunday;Australia;All;All;$;21000000;6017000000
Exports;2015;9/28/2015;Monday;Australia;All;All;$;12000000;6029000000
Exports;2015;9/29/2015;Tuesday;Australia;All;All;$;52000000;6081000000
Exports;2015;9/30/2015;Wednesday;Australia;All;All;$;29000000;6110000000
Exports;2015;10/1/2015;Thursday;Australia;All;All;$;33000000;6143000000
Exports;2015;10/2/2015;Friday;Australia;All;All;$;17000000;6160000000
Exports;2015;10/3/2015;Saturday;Australia;All;All;$;10000000;6171000000
Exports;2015;10/4/2015;Sunday;Australia;All;All;$;43000000;6214000000
Exports;2015;10/5/2015;Monday;Australia;All;All;$;10000000;6224000000
Exports;2015;10/6/2015;Tuesday;Australia;All;All;$;48000000;6273000000
Exports;2015;10/7/2015;Wednesday;Australia;All;All;$;28000000;6301000000
Exports;2015;10/8/2015;Thursday;Australia;All;All;$;19000000;6320000000
Exports;2015;10/9/2015;Friday;Australia;All;All;$;16000000;6336000000
Exports;2015;10/10/2015;Saturday;Australia;All;All;$;6000000;6342000000
Exports;2015;10/11/2015;Sunday;Australia;All;All;$;23000000;6365000000
Exports;2015;10/12/2015;Monday;Australia;All;All;$;23000000;6387000000
Exports;2015;10/13/2015;Tuesday;Australia;All;All;$;51000000;6438000000
Exports;2015;10/14/2015;Wednesday;Australia;All;All;$;30000000;6468000000
Exports;2015;10/15/2015;Thursday;Australia;All;All;$;19000000;6487000000
Exports;2015;10/16/2015;Friday;Australia;All;All;$;17000000;6504000000
Exports;2015;10/17/2015;Saturday;Australia;All;All;$;8000000;6512000000
Exports;2015;10/18/2015;Sunday;Australia;All;All;$;29000000;6541000000
Exports;2015;10/19/2015;Monday;Australia;All;All;$;8000000;6549000000
Exports;2015;10/20/2015;Tuesday;Australia;All;All;$;39000000;6588000000
Exports;2015;10/21/2015;Wednesday;Australia;All;All;$;35000000;6623000000
Exports;2015;10/22/2015;Thursday;Australia;All;All;$;33000000;6656000000
Exports;2015;10/23/2015;Friday;Australia;All;All;$;13000000;6669000000
Exports;2015;10/24/2015;Saturday;Australia;All;All;$;35000000;6704000000
Exports;2015;10/25/2015;Sunday;Australia;All;All;$;27000000;6731000000
Exports;2015;10/26/2015;Monday;Australia;All;All;$;15000000;6746000000
Exports;2015;10/27/2015;Tuesday;Australia;All;All;$;52000000;6798000000
Exports;2015;10/28/2015;Wednesday;Australia;All;All;$;13000000;6811000000
Exports;2015;10/29/2015;Thursday;Australia;All;All;$;33000000;6844000000
Exports;2015;10/30/2015;Friday;Australia;All;All;$;11000000;6855000000
Exports;2015;10/31/2015;Saturday;Australia;All;All;$;8000000;6863000000
Exports;2015;11/1/2015;Sunday;Australia;All;All;$;22000000;6885000000
Exports;2015;11/2/2015;Monday;Australia;All;All;$;10000000;6896000000
Exports;2015;11/3/2015;Tuesday;Australia;All;All;$;38000000;6933000000
Exports;2015;11/4/2015;Wednesday;Australia;All;All;$;40000000;6974000000
Exports;2015;11/5/2015;Thursday;Australia;All;All;$;15000000;6988000000
Exports;2015;11/6/2015;Friday;Australia;All;All;$;17000000;7005000000
Exports;2015;11/7/2015;Saturday;Australia;All;All;$;36000000;7042000000
Exports;2015;11/8/2015;Sunday;Australia;All;All;$;22000000;7064000000
Exports;2015;11/9/2015;Monday;Australia;All;All;$;18000000;7082000000
Exports;2015;11/10/2015;Tuesday;Australia;All;All;$;42000000;7124000000
Exports;2015;11/11/2015;Wednesday;Australia;All;All;$;18000000;7142000000
Exports;2015;11/12/2015;Thursday;Australia;All;All;$;16000000;7158000000
Exports;2015;11/13/2015;Friday;Australia;All;All;$;16000000;7174000000
Exports;2015;11/14/2015;Saturday;Australia;All;All;$;10000000;7184000000
Exports;2015;11/15/2015;Sunday;Australia;All;All;$;40000000;7224000000
Exports;2015;11/16/2015;Monday;Australia;All;All;$;18000000;7242000000
Exports;2015;11/17/2015;Tuesday;Australia;All;All;$;33000000;7275000000
Exports;2015;11/18/2015;Wednesday;Australia;All;All;$;25000000;7300000000
Exports;2015;11/19/2015;Thursday;Australia;All;All;$;17000000;7318000000
Exports;2015;11/20/2015;Friday;Australia;All;All;$;16000000;7334000000
Exports;2015;11/21/2015;Saturday;Australia;All;All;$;8000000;7342000000
Exports;2015;11/22/2015;Sunday;Australia;All;All;$;25000000;7368000000
Exports;2015;11/23/2015;Monday;Australia;All;All;$;30000000;7397000000
Exports;2015;11/24/2015;Tuesday;Australia;All;All;$;43000000;7441000000
Exports;2015;11/25/2015;Wednesday;Australia;All;All;$;28000000;7469000000
Exports;2015;11/26/2015;Thursday;Australia;All;All;$;15000000;7484000000
Exports;2015;11/27/2015;Friday;Australia;All;All;$;20000000;7504000000
Exports;2015;11/28/2015;Saturday;Australia;All;All;$;10000000;7514000000
Exports;2015;11/29/2015;Sunday;Australia;All;All;$;36000000;7550000000
Exports;2015;11/30/2015;Monday;Australia;All;All;$;37000000;7587000000
Exports;2015;12/1/2015;Tuesday;Australia;All;All;$;46000000;7633000000
Exports;2015;12/2/2015;Wednesday;Australia;All;All;$;26000000;7659000000
Exports;2015;12/3/2015;Thursday;Australia;All;All;$;19000000;7679000000
Exports;2015;12/4/2015;Friday;Australia;All;All;$;27000000;7706000000
Exports;2015;12/5/2015;Saturday;Australia;All;All;$;16000000;7722000000
Exports;2015;12/6/2015;Sunday;Australia;All;All;$;26000000;7748000000
Exports;2015;12/7/2015;Monday;Australia;All;All;$;17000000;7765000000
Exports;2015;12/8/2015;Tuesday;Australia;All;All;$;50000000;7815000000
Exports;2015;12/9/2015;Wednesday;Australia;All;All;$;21000000;7837000000
Exports;2015;12/10/2015;Thursday;Australia;All;All;$;13000000;7850000000
Exports;2015;12/11/2015;Friday;Australia;All;All;$;14000000;7864000000
Exports;2015;12/12/2015;Saturday;Australia;All;All;$;23000000;7887000000
Exports;2015;12/13/2015;Sunday;Australia;All;All;$;34000000;7921000000
Exports;2015;12/14/2015;Monday;Australia;All;All;$;29000000;7950000000
Exports;2015;12/15/2015;Tuesday;Australia;All;All;$;22000000;7972000000
Exports;2015;12/16/2015;Wednesday;Australia;All;All;$;17000000;7989000000
Exports;2015;12/17/2015;Thursday;Australia;All;All;$;18000000;8006000000
Exports;2015;12/18/2015;Friday;Australia;All;All;$;36000000;8042000000
Exports;2015;12/19/2015;Saturday;Australia;All;All;$;32000000;8075000000
Exports;2015;12/20/2015;Sunday;Australia;All;All;$;24000000;8099000000
Exports;2015;12/21/2015;Monday;Australia;All;All;$;22000000;8120000000
Exports;2015;12/22/2015;Tuesday;Australia;All;All;$;35000000;8156000000
Exports;2015;12/23/2015;Wednesday;Australia;All;All;$;26000000;8181000000
Exports;2015;12/24/2015;Thursday;Australia;All;All;$;26000000;8207000000
Exports;2015;12/25/2015;Friday;Australia;All;All;$;4000000;8211000000
Exports;2015;12/26/2015;Saturday;Australia;All;All;$;3000000;8215000000
Exports;2015;12/27/2015;Sunday;Australia;All;All;$;24000000;8239000000
Exports;2015;12/28/2015;Monday;Australia;All;All;$;30000000;8269000000
Exports;2015;12/29/2015;Tuesday;Australia;All;All;$;35000000;8304000000
Exports;2015;12/30/2015;Wednesday;Australia;All;All;$;20000000;8324000000
Exports;2015;12/31/2015;Thursday;Australia;All;All;$;15000000;8340000000
Exports;2015;1/1/2015;Thursday;United States;All;All;$;18000000;18000000
Exports;2015;1/2/2015;Friday;United States;All;All;$;21000000;39000000
Exports;2015;1/3/2015;Saturday;United States;All;All;$;12000000;50000000
Exports;2015;1/4/2015;Sunday;United States;All;All;$;12000000;62000000
Exports;2015;1/5/2015;Monday;United States;All;All;$;23000000;85000000
Exports;2015;1/6/2015;Tuesday;United States;All;All;$;21000000;106000000
Exports;2015;1/7/2015;Wednesday;United States;All;All;$;10000000;116000000
Exports;2015;1/8/2015;Thursday;United States;All;All;$;20000000;136000000
Exports;2015;1/9/2015;Friday;United States;All;All;$;14000000;150000000
